此版不再维护,#genre#
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv8
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv9
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv10
CCTV11,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv11
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv12
CCTV13,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv13
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv14
CCTV15,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv15
CCTV16,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv16
CCTV17,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cctv17

CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000002226
CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000030810
CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000029752
CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000018602
CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265001
CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000021973
CCTV2,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031101
CCTV2,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000014161
CCTV2,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000023315
CCTV2,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265002
CCTV2,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000012442
CCTV2,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000005000031113
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000008883
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000022313
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000013682
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265003
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000002000020548
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000011218
CCTV4,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031102
CCTV4,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265004
CCTV4,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000031664
CCTV4,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000005000030093
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000008885
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000016619
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000025222
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000016431
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000003000030177
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265005
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000004794
CCTV5+,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031127
CCTV5+,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000015875
CCTV5+,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000018504
CCTV5+,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265016
CCTV5+,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000020505
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000008886
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000018433
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000004574
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000001737
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265006
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000016466
CCTV7,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031104
CCTV7,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000005000026715
CCTV7,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000009055
CCTV7,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000024341
CCTV7,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265007
CCTV7,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000017218
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000008888
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000018377
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000001070
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000031433
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265008
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000003736
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000018384
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000001000024017
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000032162
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000014583
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265009
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000028286
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000012827
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000016738
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000031506
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000023734
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265010
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000026367
CCTV11,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031106
CCTV11,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040011
CCTV11,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265011
CCTV11,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000019789
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031107
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040012
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000022586
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000032494
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265012
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000001640
CCTV13,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031108
CCTV13,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000005000001827
CCTV13,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000021303
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000006673
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000023358
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000013647
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000008170
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265013
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000021349
CCTV15,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031109
CCTV15,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000005000018417
CCTV15,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265014
CCTV15,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000008163
CCTV16,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000008000023253
CCTV16,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=hnbblive&id=2000000003000000059
CCTV16,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000006000233002
CCTV16,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000006000233001
CCTV17,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=hnbblive&id=2000000003000000038
CCTV17,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000006000268004
CCTV17,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265015
CCTV17,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000056836

CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv1hd8m/8000000
CCTV2,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv2hd8m/8000000
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv38m/8000000
CCTV4,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv4hd8m/8000000
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv58m/8000000
CCTV5+,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv5hd8m/8000000
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv68m/8000000
CCTV7,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv7hd8m/8000000
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv88m/8000000
CCTV9,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv9hd8m/8000000
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv10hd8m/8000000
CCTV11,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv11hd8m/8000000
CCTV12,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv12hd8m/8000000
CCTV13,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv13xwhd8m/8000000
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctvsehd8m/8000000
CCTV15,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv15hd8m/8000000
CCTV16,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv16hd8m/8000000
CCTV17,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv17hd8m/8000000
CCTV1,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv1hd/4000000
CCTV3,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv3hd/4000000
CCTV5,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv5hd/4000000
CCTV6,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv6hd/4000000
CCTV8,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv8hd/4000000
CCTV10,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctv10hd/4000000
CCTV14,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cctvsehd/4000000

CCTV兵器科技,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=bqkj
CCTV第一剧场,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=dyjc
CCTV怀旧剧场,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=hjjc
CCTV风云剧场,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=fyjc
CCTV风云音乐,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=fyyy
CCTV风云足球,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=fyzq
CCTV电视指南,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=dszn
CCTV女性时尚,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=nxss
CCTV央视文化精品,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=whjp
CCTV世界地理,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=sjdl
CCTV高尔夫网球,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=gefwq
CCTV央视台球,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=ystq
CCTV卫生健康,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=wsjk
并将逐步下线,#genre#
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0130
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0133
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0242
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0134
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0129
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0256
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0588
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0137
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0254
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0132
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0136
重庆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0397
贵州卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0318
河北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0317
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0131
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0135
吉林卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0399
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0398
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0255
三沙卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/a.php?id=0589

湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000006692
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000018044
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000030452
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000032695
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265024
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000009115
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000019351
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000014861
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000018509
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000001828
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265030
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000004684
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000014098
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031205
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000003639
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000005866
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265018
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000032246
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000030202
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=hnbblive&id=2000000002000000056
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000007275
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000032070
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000017320
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000014260
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265031
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000009806
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000031556
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000011502
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000020451
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000021288
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265027
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000017156
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000023002
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000001000027288
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000009954
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000030159
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265025
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000020780
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000010584
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000001000005829
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265033
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000009263
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000014694
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000031076
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000014176
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265034
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000030417
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000028357
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000020424
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000027763
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265019
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000016568
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000012807
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000004134
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000007410
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000002116
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000024026
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000009227
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265028
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000011645
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000006827
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000009186
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000003475
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265026
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000001000030788
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000000831
重庆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000025797
重庆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265017
重庆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000018937
重庆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000001096
四川卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000006119
四川卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000016825
贵州卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000025843
贵州卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000003169
贵州卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000028689
贵州卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000029344
河南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031119
河南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000027731
河南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000005000017925
河北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040016
河北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000017118
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000025203
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000016510
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000031107
